,ProdTaken,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisited,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,Designation,Age,DurationOfPitch,MonthlyIncome
191,0,Self Enquiry,1,Small Business,Female,2,3.0,Basic,4.0,Single,2.0,0,3,1,0.0,Executive,27.0,15.0,17311.7
192,1,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,4.0,1,4,1,1.0,Manager,35.0,29.0,20916.0
193,0,Company Invited,1,Small Business,Male,2,2.0,Basic,3.0,Married,5.0,0,4,0,1.0,Executive,43.0,13.0,17311.7
194,0,Company Invited,1,Small Business,Male,3,4.0,Super Deluxe,3.0,Divorced,1.0,0,4,1,0.0,AVP,45.0,8.0,31792.0
195,0,Self Enquiry,1,Salaried,Male,3,2.0,Basic,5.0,Divorced,2.0,1,3,0,2.0,Executive,36.0,27.0,18564.0
196,0,Company Invited,1,Small Business,Female,2,3.0,Deluxe,4.0,Single,6.0,0,2,1,0.0,Manager,35.0,13.0,22347.0
197,0,Company Invited,1,Small Business,Female,2,3.0,Deluxe,3.0,Married,3.0,0,2,0,0.0,Manager,42.0,27.0,20265.0
198,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Divorced,1.0,0,2,0,1.0,Manager,38.0,8.0,21553.0
199,0,Self Enquiry,1,Large Business,Male,2,3.0,Deluxe,3.0,Divorced,4.0,0,2,0,1.0,Manager,38.0,32.0,21261.0
200,0,Company Invited,1,Large Business,Male,2,4.0,Deluxe,5.0,Divorced,6.0,0,3,0,1.0,Manager,27.0,13.0,22347.0
201,0,Company Invited,1,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,1,2,0,1.0,Manager,49.0,24.0,21804.0
202,0,Company Invited,1,Small Business,Male,2,3.0,Basic,3.0,Married,2.0,1,3,1,0.0,Executive,36.0,16.0,22347.0
203,0,Self Enquiry,1,Small Business,Male,2,3.0,Deluxe,3.0,Divorced,1.0,1,2,1,1.0,Manager,40.0,25.0,17741.0
204,1,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,5.0,Divorced,1.0,1,3,0,1.0,Manager,38.0,32.0,21673.0
205,1,Self Enquiry,3,Small Business,Female,2,3.0,Standard,3.0,Divorced,2.0,0,3,1,1.0,Senior Manager,29.0,32.0,22639.0
206,0,Self Enquiry,1,Salaried,Male,2,2.0,Basic,4.0,Married,2.0,1,4,0,0.0,Executive,24.0,11.0,17328.0
207,0,Company Invited,1,Small Business,Female,3,3.0,Basic,3.0,Single,2.0,0,3,1,2.0,Executive,36.0,24.0,17311.7
208,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,3.0,Divorced,1.0,0,5,1,0.0,Manager,40.0,13.0,19876.0
209,0,Self Enquiry,1,Small Business,Male,3,3.0,Standard,5.0,Married,1.0,0,2,0,0.0,Senior Manager,46.0,6.0,24396.0
210,1,Self Enquiry,3,Small Business,Male,2,5.0,Standard,3.0,Divorced,2.0,0,2,1,1.0,Senior Manager,32.0,10.0,25400.0
211,0,Company Invited,1,Salaried,Male,2,4.0,Standard,3.0,Unmarried,2.0,0,5,1,1.0,Senior Manager,30.0,6.0,23474.0
212,0,Company Invited,3,Salaried,Female,2,3.0,Deluxe,3.0,Unmarried,2.0,0,2,1,1.0,Manager,27.0,26.0,24981.0
213,0,Self Enquiry,1,Salaried,Male,2,4.0,Standard,4.0,Divorced,6.0,0,3,1,1.0,Senior Manager,51.0,14.0,27490.0
214,1,Self Enquiry,1,Large Business,Female,2,3.0,Basic,5.0,Single,6.0,1,4,1,1.0,Executive,30.0,9.0,17657.0
215,0,Self Enquiry,3,Salaried,Female,3,3.0,Standard,3.0,Single,4.0,1,2,0,1.0,Senior Manager,41.0,12.0,28591.0
216,1,Company Invited,3,Small Business,Female,2,4.0,Deluxe,5.0,Unmarried,6.0,0,2,0,1.0,Manager,30.0,32.0,21696.0
217,1,Self Enquiry,1,Large Business,Male,2,3.0,Basic,3.0,Single,1.0,0,2,0,0.0,Executive,29.0,6.0,17311.7
218,0,Company Invited,3,Small Business,Female,2,4.0,Standard,3.0,Unmarried,7.0,0,4,1,0.0,Senior Manager,45.0,12.0,23865.0
219,0,Self Enquiry,3,Small Business,Female,2,3.0,Deluxe,5.0,Divorced,3.0,0,4,1,1.0,Manager,54.0,9.0,20940.0
220,0,Self Enquiry,1,Salaried,Male,3,3.0,Deluxe,4.0,Single,1.0,0,2,0,2.0,Manager,36.0,11.0,20914.0
221,0,Self Enquiry,1,Small Business,Female,2,4.0,Basic,4.0,Divorced,7.0,0,4,0,0.0,Executive,33.0,10.0,17622.0
222,0,Company Invited,1,Salaried,Male,2,3.0,Standard,3.0,Married,2.0,1,3,0,1.0,Senior Manager,37.0,17.0,27185.0
223,0,Self Enquiry,3,Salaried,Male,3,3.0,Standard,3.0,Married,1.0,0,2,1,1.0,Senior Manager,38.0,9.0,25609.0
224,0,,1,Small Business,Male,2,5.0,Deluxe,3.0,Divorced,1.0,0,3,1,0.0,Manager,31.0,13.0,22347.0
225,0,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Divorced,4.0,0,3,0,1.0,Executive,55.0,9.0,17311.7
226,0,Company Invited,3,Small Business,Male,2,3.0,Basic,3.0,Married,5.0,0,4,1,0.0,Executive,37.0,10.0,17311.7
227,0,Company Invited,3,Small Business,Female,2,3.0,Standard,3.0,Divorced,2.0,0,3,1,0.0,Senior Manager,29.0,6.0,22918.0
228,0,Company Invited,3,Small Business,Female,3,3.0,Standard,3.0,Unmarried,2.0,0,5,1,0.0,Senior Manager,35.0,6.0,23789.0
229,1,Self Enquiry,1,Small Business,Male,2,4.0,Basic,3.0,Single,2.0,1,3,0,1.0,Executive,29.0,24.0,17389.0
230,0,Self Enquiry,1,Salaried,Female,2,4.0,Basic,3.0,Single,1.0,0,3,0,0.0,Executive,52.0,8.0,18212.0
231,0,Self Enquiry,1,Large Business,Male,2,3.0,King,3.0,Divorced,2.0,0,2,0,1.0,VP,42.0,10.0,34232.0
232,0,Self Enquiry,2,Small Business,Male,2,3.0,Basic,3.0,Divorced,1.0,0,4,1,0.0,Executive,55.0,12.0,17311.7
233,0,Self Enquiry,3,Small Business,Female,3,3.0,King,3.0,Married,4.0,0,2,1,1.0,VP,50.0,6.0,34517.0
234,1,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Divorced,6.0,1,2,0,1.0,Executive,33.0,20.0,17436.0
235,0,Self Enquiry,3,Small Business,Female,3,3.0,Super Deluxe,3.0,Divorced,6.0,1,3,0,1.0,AVP,43.0,22.0,31064.0
236,1,Self Enquiry,1,Salaried,Female,2,3.0,Basic,5.0,Divorced,1.0,0,3,1,0.0,Executive,33.0,8.0,17707.0
237,0,Company Invited,3,Salaried,Male,3,4.0,King,3.0,Single,2.0,1,2,1,2.0,VP,52.0,8.0,34068.0
238,0,Self Enquiry,3,Salaried,Female,2,3.0,Basic,4.0,Divorced,3.0,0,3,1,0.0,Executive,36.0,10.0,22347.0
239,1,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Single,1.0,1,5,1,0.0,Executive,36.0,6.0,22347.0
240,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,3.0,Married,1.0,0,3,0,1.0,Executive,39.0,6.0,17311.7
241,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,3.0,Divorced,1.0,0,4,1,2.0,Manager,32.0,13.0,22347.0
242,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,5.0,Married,3.0,0,2,1,0.0,Manager,41.0,25.0,18072.0
243,0,Self Enquiry,1,Large Business,Male,3,3.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,40.0,30.0,18319.0
244,0,Self Enquiry,1,Salaried,Male,3,2.0,King,3.0,Divorced,1.0,0,4,1,2.0,VP,45.0,6.0,34202.0
245,0,Company Invited,1,Small Business,Male,3,3.0,Standard,3.0,Married,1.0,0,4,1,2.0,Senior Manager,31.0,9.0,28675.0
246,0,Self Enquiry,1,Salaried,Female,3,4.0,Basic,3.0,Divorced,2.0,0,2,0,2.0,Executive,33.0,11.0,17911.0
247,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,5.0,Divorced,7.0,0,4,0,1.0,Manager,34.0,8.0,20957.0
248,0,Self Enquiry,1,Small Business,Female,2,4.0,Basic,5.0,Divorced,3.0,0,4,1,1.0,Executive,36.0,6.0,22347.0
249,0,Company Invited,1,Salaried,Male,3,2.0,Deluxe,3.0,Divorced,5.0,0,2,0,2.0,Manager,45.0,13.0,21434.0
250,1,Company Invited,1,Small Business,Male,3,3.0,Standard,3.0,Married,7.0,0,3,1,2.0,Senior Manager,37.0,16.0,25048.0
251,0,Company Invited,1,Large Business,Female,3,3.0,Standard,3.0,Unmarried,1.0,0,2,1,1.0,Senior Manager,39.0,8.0,25938.0
252,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,2.0,0,3,0,0.0,Executive,29.0,21.0,17340.0
253,0,Self Enquiry,1,Salaried,Female,2,2.0,Deluxe,5.0,Unmarried,4.0,1,2,0,0.0,Manager,42.0,23.0,21545.0
254,0,Self Enquiry,3,Small Business,Male,2,3.0,Deluxe,3.0,Married,3.0,0,2,1,1.0,Manager,29.0,26.0,21931.0
255,0,Self Enquiry,1,Salaried,Female,3,3.0,Deluxe,3.0,Divorced,1.0,0,3,1,1.0,Manager,25.0,13.0,19898.0
256,0,Self Enquiry,1,Small Business,Female,2,4.0,Basic,5.0,Married,1.0,1,4,1,0.0,Executive,42.0,8.0,17593.0
257,0,Self Enquiry,1,Small Business,Male,2,3.0,King,3.0,Married,1.0,0,5,0,0.0,VP,40.0,8.0,34436.0
258,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Divorced,2.0,0,4,1,0.0,Executive,51.0,6.0,17723.0
259,1,Company Invited,1,Small Business,Male,3,4.0,Basic,4.0,Single,1.0,0,3,1,2.0,Executive,36.0,32.0,18479.0
260,0,Company Invited,1,Salaried,Male,3,2.0,Basic,4.0,Divorced,2.0,0,2,0,1.0,Executive,32.0,13.0,17794.0
261,0,Company Invited,3,Salaried,Male,2,4.0,Deluxe,3.0,Divorced,4.0,0,5,1,1.0,Manager,38.0,8.0,20249.0
262,0,Self Enquiry,1,Large Business,Male,2,4.0,Deluxe,5.0,Single,5.0,0,4,0,1.0,Manager,32.0,8.0,17311.7
263,0,Self Enquiry,3,Large Business,Female,3,5.0,Super Deluxe,4.0,Divorced,4.0,1,5,1,2.0,AVP,46.0,8.0,31872.0
264,1,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Single,3.0,0,4,1,1.0,Executive,36.0,8.0,18485.0
265,0,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,4.0,Divorced,3.0,0,4,0,1.0,Manager,29.0,8.0,21644.0
266,0,Self Enquiry,1,Small Business,Male,3,4.0,Deluxe,3.0,Divorced,1.0,0,3,1,1.0,Manager,31.0,29.0,20582.0
267,0,Company Invited,1,Salaried,Male,2,2.0,Deluxe,5.0,Married,2.0,0,5,1,1.0,Manager,36.0,11.0,22347.0
268,0,Self Enquiry,1,Small Business,Male,3,3.0,Super Deluxe,3.0,Divorced,1.0,1,3,0,0.0,AVP,45.0,26.0,28496.0
269,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Divorced,1.0,0,5,1,1.0,Executive,36.0,12.0,18210.0
270,0,Self Enquiry,1,Small Business,Male,2,3.0,King,5.0,Single,1.0,1,2,1,0.0,VP,55.0,6.0,34045.0
271,1,Company Invited,1,Salaried,Male,2,3.0,Standard,4.0,Divorced,2.0,1,3,1,0.0,Senior Manager,47.0,32.0,26849.0
272,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Divorced,2.0,0,2,1,1.0,Executive,28.0,15.0,17311.7
273,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,3.0,Divorced,5.0,0,3,0,0.0,Manager,37.0,12.0,21502.0
274,0,Self Enquiry,1,Small Business,Male,3,4.0,Basic,3.0,Single,2.0,0,5,1,1.0,Executive,24.0,9.0,18230.0
275,0,Company Invited,1,Small Business,Female,1,3.0,Standard,3.0,Married,3.0,1,3,0,0.0,Senior Manager,37.0,6.0,28603.0
276,0,Self Enquiry,1,Salaried,Female,3,2.0,Standard,4.0,Married,1.0,0,5,1,1.0,Senior Manager,35.0,28.0,26996.0
277,0,Self Enquiry,3,Small Business,Female,2,2.0,Deluxe,5.0,Married,2.0,1,3,0,0.0,Manager,38.0,13.0,20605.0
278,0,Company Invited,1,Salaried,Female,2,3.0,Deluxe,4.0,Married,2.0,0,5,0,1.0,Manager,26.0,6.0,21397.0
279,0,Self Enquiry,1,Salaried,Male,3,3.0,King,4.0,Married,4.0,0,5,1,0.0,VP,50.0,10.0,34144.0
280,0,Self Enquiry,1,Small Business,Male,2,3.0,Super Deluxe,3.0,Divorced,4.0,1,5,0,0.0,AVP,53.0,9.0,32584.0
281,0,Self Enquiry,3,Salaried,Male,2,3.0,Deluxe,3.0,Divorced,2.0,0,3,1,0.0,Manager,42.0,6.0,19907.0
282,0,Company Invited,3,Salaried,Male,2,3.0,Deluxe,3.0,Single,2.0,0,2,0,0.0,Manager,29.0,13.0,19554.0
283,0,Self Enquiry,1,Large Business,Male,2,3.0,Deluxe,3.0,Divorced,4.0,1,2,1,1.0,Manager,55.0,26.0,20415.0
284,0,Company Invited,1,Small Business,Male,2,3.0,Deluxe,5.0,Divorced,2.0,1,3,1,1.0,Manager,26.0,13.0,19741.0
285,0,Self Enquiry,1,Salaried,Female,2,3.0,Basic,3.0,Single,2.0,0,2,1,1.0,Executive,37.0,6.0,17311.7
286,1,Company Invited,1,Salaried,Male,2,3.0,Basic,3.0,Married,4.0,1,5,0,1.0,Executive,44.0,30.0,18161.0
287,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,1.0,0,3,0,0.0,Manager,38.0,29.0,20745.0
288,1,Self Enquiry,1,Small Business,Male,2,3.0,Basic,4.0,Married,3.0,1,2,1,1.0,Executive,26.0,22.0,17373.0
289,0,Self Enquiry,1,Salaried,Female,3,3.0,Basic,3.0,Single,2.0,0,4,0,1.0,Executive,28.0,14.0,18310.0
290,0,Company Invited,1,Salaried,Female,2,3.0,King,5.0,Single,1.0,1,3,0,0.0,VP,49.0,16.0,33665.0
291,0,Self Enquiry,1,Large Business,Male,1,3.0,Deluxe,4.0,Single,5.0,0,2,1,0.0,Manager,36.0,13.0,19485.0
292,0,Company Invited,3,Small Business,Female,2,3.0,Basic,4.0,Married,2.0,0,3,0,1.0,Executive,31.0,11.0,17789.0
293,1,Self Enquiry,3,Small Business,Male,2,4.0,Deluxe,3.0,Single,2.0,1,2,1,1.0,Manager,26.0,10.0,20828.0
294,0,Company Invited,1,Small Business,Male,2,3.0,Basic,3.0,Divorced,2.0,1,2,0,0.0,Executive,37.0,15.0,17326.0
295,0,Company Invited,3,Small Business,Female,3,3.0,Super Deluxe,4.0,Divorced,6.0,0,3,1,2.0,AVP,42.0,32.0,28525.0
296,1,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,2.0,0,4,0,0.0,Executive,24.0,9.0,17311.7
297,0,Self Enquiry,3,Small Business,Male,3,3.0,Standard,4.0,Divorced,1.0,0,2,1,2.0,Senior Manager,35.0,22.0,23020.0
298,0,Company Invited,1,Salaried,Male,2,2.0,Basic,3.0,Divorced,5.0,0,5,0,0.0,Executive,36.0,24.0,18688.0
299,0,Self Enquiry,1,Small Business,Male,2,5.0,Deluxe,4.0,Married,6.0,0,2,0,0.0,Manager,51.0,8.0,20482.0
300,0,Self Enquiry,3,Salaried,Male,2,3.0,Super Deluxe,4.0,Single,2.0,0,3,1,0.0,AVP,41.0,8.0,31015.0
301,0,Self Enquiry,3,Small Business,Female,3,4.0,Basic,3.0,Single,2.0,0,2,1,2.0,Executive,24.0,16.0,17311.7
302,0,Self Enquiry,1,Small Business,Male,3,2.0,Deluxe,5.0,Single,1.0,0,5,0,2.0,Manager,28.0,22.0,20661.0
303,0,Self Enquiry,3,Large Business,Male,3,2.0,Deluxe,3.0,Divorced,5.0,0,2,1,0.0,Manager,31.0,13.0,21929.0
304,0,Self Enquiry,1,Small Business,Male,2,2.0,Standard,3.0,Married,1.0,0,3,1,0.0,Senior Manager,39.0,6.0,24613.0
305,0,Company Invited,1,Salaried,Female,2,3.0,Deluxe,4.0,Divorced,1.0,0,3,0,0.0,Manager,36.0,30.0,20674.0
306,0,Self Enquiry,3,Salaried,Male,3,4.0,Deluxe,3.0,Divorced,2.0,0,3,1,2.0,Manager,32.0,13.0,20484.0
307,0,Self Enquiry,1,Salaried,Female,2,4.0,Standard,4.0,Divorced,4.0,0,3,1,0.0,Senior Manager,38.0,31.0,27061.0
308,0,Company Invited,1,Salaried,Male,2,5.0,Deluxe,3.0,Married,3.0,1,2,1,1.0,Manager,55.0,6.0,20660.0
309,0,Self Enquiry,1,Large Business,Male,2,3.0,Basic,3.0,Divorced,1.0,1,4,0,1.0,Executive,31.0,13.0,19821.0
310,0,Self Enquiry,2,Salaried,Male,3,4.0,Deluxe,5.0,Divorced,4.0,0,3,0,1.0,Manager,31.0,8.0,21410.0
311,0,Company Invited,1,Salaried,Male,3,3.0,Standard,5.0,Married,2.0,0,2,1,2.0,Senior Manager,45.0,13.0,20210.0
312,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,1,4,1,1.0,Executive,31.0,8.0,17695.0
313,0,Company Invited,1,Salaried,Female,3,3.0,Standard,4.0,Divorced,7.0,0,3,1,2.0,Senior Manager,33.0,11.0,26878.0
314,0,Self Enquiry,1,Small Business,Male,2,3.0,Super Deluxe,5.0,Divorced,2.0,1,3,1,1.0,AVP,39.0,16.0,32068.0
315,0,Company Invited,1,Salaried,Female,2,3.0,Basic,3.0,Single,1.0,0,5,0,1.0,Executive,43.0,16.0,17455.0
316,0,Self Enquiry,1,Large Business,Female,2,4.0,Super Deluxe,3.0,Single,1.0,1,3,1,0.0,AVP,49.0,6.0,28964.0
317,1,Self Enquiry,1,Small Business,Male,2,,Deluxe,4.0,Divorced,3.0,0,2,1,1.0,Manager,52.0,14.0,19941.0
318,0,Self Enquiry,1,Salaried,Female,2,3.0,Basic,4.0,Single,2.0,1,3,0,1.0,Executive,27.0,11.0,17478.0
319,0,Self Enquiry,3,Large Business,Female,3,4.0,Deluxe,4.0,Divorced,2.0,1,2,1,0.0,Manager,32.0,14.0,20228.0
320,0,Self Enquiry,3,Salaried,Male,3,3.0,Deluxe,3.0,Single,2.0,1,4,1,2.0,Manager,27.0,13.0,22347.0
321,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,3.0,Married,5.0,0,2,0,0.0,Manager,31.0,13.0,22547.0
322,0,Self Enquiry,1,Small Business,Female,3,,Deluxe,3.0,Single,1.0,0,3,1,2.0,Manager,32.0,8.0,20055.0
323,1,Self Enquiry,1,Small Business,Male,2,5.0,Basic,3.0,Divorced,6.0,1,3,1,0.0,Executive,36.0,8.0,18464.0
324,0,Self Enquiry,1,Small Business,Female,3,3.0,Deluxe,3.0,Divorced,2.0,0,3,0,2.0,Manager,30.0,32.0,20775.0
325,0,Company Invited,1,Salaried,Female,2,4.0,Standard,3.0,Divorced,2.0,0,2,1,1.0,Senior Manager,31.0,13.0,23943.0
326,0,Company Invited,1,Small Business,Male,2,4.0,King,3.0,Divorced,2.0,0,5,1,1.0,VP,39.0,6.0,34272.0
327,1,Self Enquiry,3,Small Business,Female,2,3.0,Deluxe,3.0,Divorced,5.0,1,4,1,1.0,Manager,39.0,9.0,20238.0
328,0,Company Invited,3,Small Business,Male,2,4.0,Deluxe,3.0,Single,4.0,0,3,1,1.0,Manager,33.0,13.0,19682.0
329,0,Self Enquiry,1,Salaried,Male,2,3.0,King,3.0,Divorced,5.0,0,2,0,1.0,VP,47.0,11.0,33300.0
330,0,Company Invited,1,Salaried,Female,2,4.0,Deluxe,3.0,Married,2.0,0,3,0,0.0,Manager,43.0,16.0,20257.0
331,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,4.0,Divorced,1.0,1,2,0,2.0,Manager,27.0,6.0,21349.0
332,0,Company Invited,1,Salaried,Female,2,3.0,Deluxe,3.0,Single,4.0,0,4,1,0.0,Manager,54.0,13.0,19869.0
333,0,Self Enquiry,1,Salaried,Female,2,3.0,Standard,5.0,Divorced,1.0,0,5,1,0.0,Senior Manager,43.0,13.0,24985.0
334,0,Self Enquiry,1,Salaried,Male,3,3.0,Deluxe,3.0,Divorced,1.0,0,3,1,0.0,Manager,36.0,14.0,18697.0
335,0,Self Enquiry,3,Small Business,Male,2,5.0,Deluxe,3.0,Divorced,3.0,1,3,1,0.0,Manager,40.0,6.0,22457.0
336,1,Self Enquiry,1,Salaried,Male,3,5.0,Basic,5.0,Divorced,2.0,1,3,1,1.0,Executive,29.0,14.0,17311.7
337,0,Self Enquiry,1,Salaried,Male,1,4.0,Basic,3.0,Single,1.0,0,2,1,0.0,Executive,36.0,15.0,22347.0
338,0,Self Enquiry,3,Small Business,Female,1,4.0,Deluxe,3.0,Married,2.0,0,2,0,0.0,Manager,30.0,11.0,21118.0
339,0,Self Enquiry,3,Small Business,Female,2,3.0,Deluxe,4.0,Divorced,2.0,0,2,0,0.0,Manager,27.0,14.0,21214.0
340,0,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,3.0,Married,1.0,0,3,0,0.0,Manager,37.0,11.0,21347.0
341,0,Self Enquiry,1,Salaried,Male,3,4.0,Standard,3.0,Married,1.0,1,5,1,1.0,Senior Manager,38.0,21.0,26510.0
342,0,Self Enquiry,1,Small Business,Female,2,3.0,Standard,3.0,Unmarried,2.0,1,4,1,1.0,Senior Manager,31.0,13.0,22143.0
343,0,Self Enquiry,3,Small Business,Female,2,4.0,Deluxe,4.0,Married,2.0,1,5,0,1.0,Manager,29.0,16.0,23268.0
344,0,Self Enquiry,1,Large Business,Male,3,3.0,Standard,4.0,Unmarried,1.0,0,3,0,0.0,Senior Manager,35.0,11.0,23095.0
345,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,2,1,1.0,Executive,24.0,32.0,17904.0
346,0,Self Enquiry,1,Small Business,Male,3,4.0,Deluxe,4.0,Single,7.0,1,3,1,0.0,Manager,41.0,12.0,21032.0
347,0,Company Invited,3,Small Business,Male,2,3.0,Deluxe,3.0,Single,4.0,0,4,0,1.0,Manager,47.0,10.0,17976.0
348,0,Self Enquiry,1,Salaried,Female,2,3.0,Super Deluxe,3.0,Single,3.0,0,3,0,0.0,AVP,42.0,29.0,30992.0
349,0,Company Invited,3,Salaried,Male,3,3.0,Deluxe,3.0,Divorced,2.0,0,2,1,1.0,Manager,29.0,13.0,19649.0
350,0,Self Enquiry,2,Large Business,Male,2,3.0,Basic,3.0,Married,1.0,1,4,1,0.0,Executive,42.0,8.0,17696.0
351,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,4.0,Divorced,2.0,0,4,0,0.0,Executive,32.0,8.0,17370.0
352,0,Self Enquiry,3,Small Business,Female,3,3.0,Standard,3.0,Divorced,4.0,0,4,0,0.0,Senior Manager,48.0,32.0,27504.0
353,0,Self Enquiry,1,Small Business,Male,2,2.0,Deluxe,5.0,Married,5.0,1,3,1,1.0,Manager,37.0,12.0,20974.0
354,0,Company Invited,3,Large Business,Female,2,3.0,Deluxe,3.0,Divorced,1.0,1,3,1,0.0,Manager,30.0,13.0,19736.0
355,0,Self Enquiry,3,Salaried,Male,2,3.0,Deluxe,3.0,Divorced,2.0,0,5,1,0.0,Manager,26.0,6.0,20296.0
356,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,3.0,Unmarried,4.0,0,2,0,1.0,Manager,42.0,8.0,21781.0
357,1,Company Invited,3,Large Business,Female,2,4.0,Basic,4.0,Single,2.0,1,5,1,1.0,Executive,24.0,6.0,17311.7
358,0,Company Invited,3,Small Business,Female,2,3.0,Deluxe,3.0,Unmarried,5.0,0,2,1,1.0,Manager,36.0,6.0,21653.0
359,0,Company Invited,3,Small Business,Male,2,4.0,Standard,3.0,Divorced,5.0,0,2,0,1.0,Senior Manager,36.0,9.0,24699.0
360,0,Self Enquiry,1,Small Business,Male,2,3.0,Deluxe,3.0,Divorced,3.0,0,3,1,1.0,Manager,55.0,6.0,21755.0
361,0,Self Enquiry,1,Salaried,Female,2,2.0,Basic,3.0,Divorced,4.0,1,3,0,1.0,Executive,40.0,16.0,17311.7
362,0,Company Invited,3,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,0,4,0,0.0,Executive,24.0,15.0,17610.0
363,1,Self Enquiry,3,Small Business,Female,2,3.0,Basic,3.0,Single,2.0,1,2,1,0.0,Executive,33.0,11.0,17851.0
364,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,5.0,Divorced,7.0,0,2,1,1.0,Executive,36.0,16.0,18452.0
365,0,Company Invited,1,Small Business,Female,1,3.0,Deluxe,3.0,Divorced,3.0,0,5,0,0.0,Manager,46.0,13.0,20258.0
366,1,Company Invited,3,Small Business,Male,2,3.0,Deluxe,4.0,Unmarried,2.0,0,3,1,0.0,Manager,41.0,10.0,24355.0
367,0,Self Enquiry,1,Large Business,Male,3,4.0,Standard,3.0,Unmarried,7.0,0,5,0,2.0,Senior Manager,50.0,16.0,25496.0
368,1,Self Enquiry,3,Small Business,Male,3,4.0,Deluxe,3.0,Divorced,3.0,1,3,1,1.0,Manager,40.0,28.0,21380.0
369,0,Self Enquiry,1,Salaried,Male,2,4.0,Basic,4.0,Single,1.0,1,3,1,0.0,Executive,31.0,15.0,17657.0
370,1,Self Enquiry,3,Salaried,Female,2,2.0,Basic,4.0,Single,2.0,0,5,0,1.0,Executive,24.0,18.0,17716.0
371,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,1.0,0,3,1,0.0,Executive,29.0,29.0,17311.7
372,0,Self Enquiry,1,Salaried,Male,3,4.0,Deluxe,4.0,Unmarried,1.0,0,2,1,2.0,Manager,35.0,15.0,21540.0
373,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,4.0,Married,2.0,0,3,0,0.0,Executive,36.0,6.0,22347.0
374,0,Self Enquiry,3,Salaried,Male,3,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,28.0,15.0,20253.0
375,0,Self Enquiry,1,Salaried,Male,2,4.0,Standard,3.0,Unmarried,1.0,0,2,1,1.0,Senior Manager,49.0,13.0,25965.0
376,0,Self Enquiry,3,Salaried,Female,2,,Deluxe,3.0,Divorced,5.0,0,3,0,1.0,Manager,51.0,20.0,19936.0
377,0,Self Enquiry,1,Salaried,Female,3,3.0,Basic,3.0,Divorced,5.0,0,5,1,0.0,Executive,36.0,8.0,17543.0
378,1,Company Invited,3,Small Business,Male,3,2.0,Deluxe,3.0,Single,1.0,1,2,1,2.0,Manager,34.0,25.0,20304.0
379,0,Self Enquiry,1,Salaried,Female,3,3.0,Super Deluxe,3.0,Single,3.0,1,5,0,1.0,AVP,55.0,8.0,31659.0
380,0,Self Enquiry,3,Small Business,Female,3,3.0,Deluxe,3.0,Married,2.0,1,2,0,2.0,Manager,24.0,13.0,22347.0
381,0,Self Enquiry,3,Large Business,Male,3,3.0,Basic,4.0,Divorced,2.0,0,3,1,2.0,Executive,30.0,8.0,17476.0
382,1,Company Invited,1,Large Business,Male,3,3.0,Basic,5.0,Single,1.0,0,3,0,2.0,Executive,26.0,9.0,18102.0
